genero;nivel_formacion;pais;rubro;dotacion;origen_capital;puesto;funcion_rh;anios_experiencia;tipo_contratacion;sueldo_bruto;satisfaccion;busqueda;tipo_cambio;multiplicador;sueldo_ft;sueldo_dolar;cuenta
Femenino;Universitario completo;Argentina;Servicios de salud;100;Nacional;Analista;Generalista;5;Full time;68312.3;3;No,  pero escucho ofertas;83.89;1;68312.3;814.3080224102993;1
Femenino;Maestría completa;Argentina;Construcción;210;Multinacional;Responsable;Capacitación y desarrollo;12;Full time;100000;2;No,  pero escucho ofertas;83.89;1;100000;1192.0371915603766;1
Masculino;Universitario en curso;Argentina;Servicios profesionales;300;Multinacional;Administrativo;Payroll / Liquidación de sueldos;0;Full time;48200;5;No estoy buscando cambiar;83.89;1;48200;574.5619263321015;1
Femenino;Universitario en curso;Argentina;Servicios de salud;1350;Nacional;Analista;Reclutamiento y selección;3;Full time;60900;NA;NA;83.89;1;60900;725.9506496602694;1
Femenino;Universitario completo;Argentina;"Servicios públicos (agua;gas; electricidad)";608;Nacional;Analista;Capacitación y desarrollo;4;Full time;50000;NA;NA;83.89;1;50000;596.0185957801883;1
Masculino;Universitario completo;Argentina;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";210;Multinacional;Responsable;Payroll / Liquidación de sueldos;11;Full time;112000;NA;NA;83.89;1;112000;1335.0816545476218;1
Masculino;Universitario completo;Argentina;Educación;25;Nacional;Analista;Administración de personal;6;Part time;30000;1;No,  pero escucho ofertas;83.89;1.5;45000;536.4167362021695;1
Masculino;Universitario en curso;Argentina;Comercio;300;Nacional;Analista;Generalista;11;Full time;110000;3;Sí, activamente;83.89;1;110000;1311.2409107164144;1
Femenino;Universitario completo;Argentina;Función pública;190;Nacional;Gerente;Generalista;8;Full time;110500;1;Sí, activamente;83.89;1;110500;1317.2010966742162;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;250;Multinacional;HRBP;Capacitación y desarrollo;3;Full time;85400;3;Sí, activamente;83.89;1;85400;1017.9997615925616;1
Masculino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";1500;Nacional;Analista;Generalista;2;Eventual;30000;3;Sí, activamente;83.89;1;30000;357.611157468113;1
Femenino;Universitario en curso;Argentina;Tecnologías de Información, Sistemas, y afines;1500;Multinacional;Administrativo;Reclutamiento y selección;0;Full time;25000;NA;NA;83.89;1;25000;298.00929789009416;1
Femenino;Universitario en curso;Argentina;Servicios de consultoría;25;Nacional;Responsable;Administración de personal;3;Full time;82000;NA;NA;83.89;1;82000;977.4704970795088;1
Masculino;Universitario en curso;Argentina;Servicios de salud;140;Multinacional;Pasante;Generalista;1;Pasante;19500;4;Sí, activamente;83.89;1;19500;232.44725235427345;1
Femenino;Universitario en curso;Argentina;Función pública;300;Nacional;Administrativo;Generalista;5;Full time;49766;1;No,  pero escucho ofertas;83.89;1;49766;593.2292287519371;1
Femenino;Universitario en curso;Argentina;Otros;300;Nacional;Analista;Generalista;5;Full time;61000;3;No estoy buscando cambiar;83.89;1;61000;727.1426868518298;1
Masculino;Universitario completo;Argentina;Hotelería, restauración, turismo;400;Nacional;Responsable;Payroll / Liquidación de sueldos;15;Full time;100000;4;No,  pero escucho ofertas;83.89;1;100000;1192.0371915603766;1
Femenino;Universitario en curso;Argentina;Tecnologías de Información, Sistemas, y afines;35;Multinacional;Responsable;Generalista;3;Full time;79000;4;No estoy buscando cambiar;83.89;1;79000;941.7093813326976;1
Femenino;Universitario completo;Argentina;Servicios de salud;220;Nacional;Responsable;Relaciones laborales;8;Full time;80000;4;No,  pero escucho ofertas;83.89;1;80000;953.6297532483013;1
Femenino;Maestría completa;Argentina;"Servicios públicos (agua;gas; electricidad)";640;Nacional;Analista;Generalista;3;Full time;68700;4;No estoy buscando cambiar;83.89;1;68700;818.9295506019788;1
Femenino;Maestría completa;Bolivia;Tecnologías de Información, Sistemas, y afines;2000;Nacional;Gerente;Generalista;6;Full time;17000;4;No,  pero escucho ofertas;6.96;1;17000;2442.5287356321837;1
Femenino;Universitario completo;Argentina;Otros;6500;Nacional;Analista;People Analytics;8;Full time;69000;3;No,  pero escucho ofertas;83.89;1;69000;822.5056621766599;1
Masculino;Universitario completo;Argentina;Otros;600;Nacional;Analista;Administración de personal;13;Full time;72000;2;Sí, activamente;83.89;1;72000;858.2667779234712;1
Femenino;Universitario en curso;Argentina;Industrias químicas;525;Nacional;Jefe;Relaciones laborales;11;Full time;145000;4;No,  pero escucho ofertas;83.89;1;145000;1728.453927762546;1
Masculino;Universitario completo;Argentina;Comercio;480;Nacional;Jefe;Compensaciones y beneficios;10;Full time;80000;NA;NA;83.89;1;80000;953.6297532483013;1
Femenino;Universitario en curso;Argentina;Comercio;1500;Nacional;Responsable;Capacitación y desarrollo;6;Full time;63500;3;No,  pero escucho ofertas;83.89;1;63500;756.9436166408392;1
Femenino;Universitario completo;Argentina;Servicios de consultoría;200;Multinacional;Administrativo;Generalista;12;Part time;20000;3;Sí, activamente;83.89;1.5;30000;357.611157468113;1
Femenino;Universitario completo;Argentina;Servicios de salud;14000;Nacional;Analista;Payroll / Liquidación de sueldos;4;Full time;50000;2;Sí, activamente;83.89;1;50000;596.0185957801883;1
Masculino;Maestría en curso;Argentina;Función pública;70;Nacional;Responsable;Generalista;10;Full time;80000;NA;NA;83.89;1;80000;953.6297532483013;1
Masculino;Universitario en curso;Argentina;Servicios profesionales;3000;Multinacional;Analista;Reclutamiento y selección;8;Full time;70000;1;No,  pero escucho ofertas;83.89;1;70000;834.4260340922636;1
Femenino;Universitario completo;Argentina;Servicios de salud;70;Nacional;Responsable;Generalista;17;Full time;86000;3;No estoy buscando cambiar;83.89;1;86000;1025.151984741924;1
Femenino;Maestría completa;Argentina;Otros;110;Nacional;Analista;Generalista;16;Full time;55000;3;No estoy buscando cambiar;83.89;1;55000;655.6204553582072;1
Femenino;Universitario completo;Argentina;Comercio;1300;Nacional;Responsable;Payroll / Liquidación de sueldos;15;Full time;70000;2;No,  pero escucho ofertas;83.89;1;70000;834.4260340922636;1
Femenino;Universitario completo;Argentina;Otros;2200;Nacional;Analista;Payroll / Liquidación de sueldos;10;Full time;41500;3;No,  pero escucho ofertas;83.89;1;41500;494.69543449755633;1
Femenino;Universitario completo;Argentina;"Alimentación; bebidas; tabaco";22000;Multinacional;Analista;Capacitación y desarrollo;4;Full time;70339;3;No,  pero escucho ofertas;83.89;1;70339;838.4670401716534;1
Femenino;Universitario completo;Argentina;Otros;2700;Nacional;Responsable;Payroll / Liquidación de sueldos;15;Full time;55000;5;No,  pero escucho ofertas;83.89;1;55000;655.6204553582072;1
Masculino;Maestría completa;Argentina;"Petróleo y producción de gas; refinación de petróleo";800;Nacional;Gerente;Generalista;30;Full time;210000;3;Sí, activamente;83.89;1;210000;2503.278102276791;1
Masculino;Universitario completo;Argentina;Otros;500;Nacional;Responsable;Administración de personal;10;Full time;64000;4;No,  pero escucho ofertas;83.89;1;64000;762.903802598641;1
Femenino;Maestría completa;Argentina;Construcción;300;Multinacional;Analista;Diseño organizacional;25;Full time;70000;3;Sí, activamente;83.89;1;70000;834.4260340922636;1
Masculino;Maestría en curso;Argentina;Otros;65;Nacional;Responsable;Generalista;8;Full time;70000;4;No,  pero escucho ofertas;83.89;1;70000;834.4260340922636;1
Femenino;Terciario completo;Argentina;Educación;400000;Nacional;Administrativo;Administración de personal;9;Plazo Fijo;96;NA;NA;83.89;1;96;1.1443557038979617;1
Femenino;Universitario completo;Argentina;"Petróleo y producción de gas; refinación de petróleo";500;Nacional;Analista;Payroll / Liquidación de sueldos;8;Full time;66200;2;No,  pero escucho ofertas;83.89;1;66200;789.1286208129694;1
Femenino;Universitario completo;Argentina;"Petróleo y producción de gas; refinación de petróleo";5000;Multinacional;Jefe;Generalista;5;Full time;120000;NA;NA;83.89;1;120000;1430.444629872452;1
Femenino;Secundario completo;Argentina;Servicios de salud;120;Nacional;Jefe;Todos ellos;10;Full time;150000;5;No estoy buscando cambiar;83.89;1;150000;1788.055787340565;1
Femenino;Universitario completo;Argentina;Educación;700;Nacional;Analista;Generalista;10;Part time;43875;2;Sí, activamente;83.89;1.5;65812.5;784.5094766956729;1
Femenino;Universitario en curso;Argentina;Hotelería, restauración, turismo;30;Nacional;Administrativo;apoyo al área de administración;0;Full time;22500;2;Sí, activamente;83.89;1;22500;268.2083681010848;1
Masculino;Maestría en curso;Argentina;Servicios de salud;140;Nacional;Gerente;Generalista;20;Full time;230000;3;No,  pero escucho ofertas;83.89;1;230000;2741.6855405888664;1
Femenino;Universitario completo;Argentina;Otros;1100;Nacional;Responsable;Generalista;5;Full time;170000;NA;NA;83.89;1;170000;2026.4632256526404;1
Masculino;Universitario en curso;Argentina;"Servicios financieros; seguros";140;Nacional;HRBP;Generalista;5;Full time;90000;3;No,  pero escucho ofertas;83.89;1;90000;1072.833472404339;1
Masculino;Maestría completa;Argentina;Servicios de consultoría;400000;Multinacional;Responsable;People Analytics;8;Full time;95000;5;Sí, activamente;83.89;1;95000;1132.4353319823579;1
Masculino;Universitario completo;Argentina;"Agricultura; plantaciones,otros sectores rurales";300;Nacional;Gerente;Generalista;12;Full time;150000;3;No,  pero escucho ofertas;83.89;1;150000;1788.055787340565;1
Femenino;Universitario completo;Argentina;Tecnologías de Información, Sistemas, y afines;600;Nacional;HRBP;Diseño organizacional;14;Full time;130000;5;No,  pero escucho ofertas;83.89;1;130000;1549.6483490284897;1
Masculino;Universitario completo;Argentina;Construcción;21000;Multinacional;Analista;Reclutamiento y selección;3;Plazo Fijo;54000;NA;NA;83.89;1;54000;643.7000834426034;1
Masculino;Universitario completo;Argentina;Servicios de consultoría;300;Multinacional;Analista;Payroll / Liquidación de sueldos;3;Full time;67000;3;No,  pero escucho ofertas;83.89;1;67000;798.6649183454524;1
Femenino;Maestría completa;Argentina;Tecnologías de Información, Sistemas, y afines;550;Nacional;HRBP;Generalista;6;Full time;84500;3;Sí, activamente;83.89;1;84500;1007.2714268685183;1
